CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL,ENDERECO,LATITUDE,LONGITUDE
89532,VACARIA,58,1074,ESCOLA ESTADUAL PADRE EFREM,"RUA MARECHAL FLORIANO, 174",-28.5024562,-50.9367568
89532,VACARIA,58,1082,COMUNIDADE EVANGELICA LUTERANA,,-28.6662766,-50.4350145
89532,VACARIA,58,1090,JOCKEY CLUB,"RUA JULIO DE CASTILHOS, 1260",-28.5044533,-50.929042
89532,VACARIA,58,1120,SOCIEDADE UNIÃO OPERÁRIA DE MÚTUO SOCORRO,"RUA BORGES DE MEDEIROS, 1246",-28.5012575,-50.9465626
89532,VACARIA,58,1139,ESCOLA ESTADUAL PADRE PACÍFICO,"AVENIDA MILITAR, 482",-28.5105313,-50.9336713
89532,VACARIA,58,1155,ESCOLA MUNICIPAL NABOR MOURA DE AZEVEDO,"RUA FELIPE CAMARÃO, 140",-28.4934563,-50.925966
89532,VACARIA,58,1163,C T G PORTEIRA DO RIO GRANDE,"RUA FIRMINO CAMARGO BRANCO,  790",,
89532,VACARIA,58,1171,ESCOLA ESTADUAL IONE CAMPOS DOS SANTOS,"RUA BORGES DE MEDEIROS, 190",-28.5011668,-50.9519177
89532,VACARIA,58,1198,C T G SENTINELA DA QUERENCIA,"RUA PETROPOLIS, 709",-28.5113601,-50.9447244
89532,VACARIA,58,1201,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,"RUA RAMIRO BARCELOS, 1934",-28.5118476,-50.9392745
89532,VACARIA,58,1210,DEPARTAMENTO MUNICIPAL DE DESPORTOS,"RUA CAMPOS SALES, S/N",-28.4998121,-50.9382018
89532,VACARIA,58,1228,ESCOLA ESTADUAL N SRA DE OLIVEIRA,"RUA PEDRO ALVARES CABRAL, 102",-28.5085991,-50.9526174
89532,VACARIA,58,1236,SOCIEDADE RECREATIVA UNIÃO DA GLÓRIA,"RUA OSVALDO CRUZ, 48",-28.4953513,-50.9424298
89532,VACARIA,58,1244,ESCOLA ESTADUAL BERNARDINA RODRIGUES PADILHA,"RUA BRIGADA MILITAR, 209",-28.4864233,-50.9380349
89532,VACARIA,58,1252,ESCOLA MUNICIPAL CECY SA BRITO,"RUA FIDELCINO ZANOTTO DE LEMOS, 292",,
89532,VACARIA,58,1260,SALÃO PAROQUIAL VILA HAIDEE,BR 285 KM 4,-28.5037402,-50.9164657
89532,VACARIA,58,1279,ESCOLA MUNICIPAL GENERAL OSORIO,"RUA ALIPIO RAMIRO PORTO, 185",-28.4873377,-50.9647367
89532,VACARIA,58,1287,ESCOLA MUNICIPAL CORONEL AVELINO,"RUA LEONARDO BROGLIO GARBIN, 265",-28.5229719,-50.9310578
89532,VACARIA,58,1295,ESCOLA ESTADUAL VITORIA QUINTELLA LY,"RUA SÃO PAULO, 350",-28.5124265,-50.9297337
89532,VACARIA,58,1309,ESCOLA MUNICIPAL DUQUE DE CAXIAS,"RUA PADRE ANCHIETA, 1330",-28.5197076,-50.9502753
89532,VACARIA,58,1317,ESC.MUN. SOLY GONZAGA DOS SANTOS,"RUA EDSON, 321",-28.5001157,-50.9158124
89532,VACARIA,58,1325,ESCOLA MUNICIPAL FIRMINO CAMARGO BRANCO,CAPELA DO SOCORRO - BELA VISTA,,
89532,VACARIA,58,1473,SALÃO PAROQUIAL NA SRA DO ROSÁRIO,REFUGIADO    -  5 DISTRITO,,
89532,VACARIA,58,1490,ESCOLA MUNICIPAL FLORINDO CAON,COXILHA GRANDE - 6 DISTRITO,,
89532,VACARIA,58,1511,SALÃO COMUNITÁRIO N. SRA. IMACULADA CONCEIÇÃO,VILA ITACOLOMI  -  6 DISTRITO,,
89532,VACARIA,58,1643,SALAO COMUNITARIO DE SANTA TERESINHA,,-28.5164036,-50.9544641
89532,VACARIA,58,1651,ESCOLA MUNICIPAL JOAO BECKER DA SILVEIRA,"FAZENDA DA ESTRELA, 4 DISTRITO",,
89532,VACARIA,58,1660,SALAO COMUNITARIO N. S. DE FATIMA,"CAPELA N. S. DE FATIMA, 4 DISTRITO",,
89532,VACARIA,58,1678,SALAO PAROQUIAL N. SRA. DAS GRAÇAS,CAPÃO ALTO - 10 DISTRITO,,
89532,VACARIA,58,1686,ESCOLA MUNICIPAL ATTILIO BENEDETTI,"CAPAO DA HERANCA, 3 DISTRITO",,
89532,VACARIA,58,1694,ESCOLA MUNICIPAL JUVENTINA MORENA DE OLIVEIRA,"AV. DEPUTADO BRITO VELHO, 11",,
89532,VACARIA,58,1708,ESCOLA ESTADUAL JARDIM AMERICA,"AV. LOUREIRO DA SILVA, 806",-28.4991885,-50.955559
89532,VACARIA,58,1716,SALAO COMUNITARIO SANTA RITA DE CASSIA,"RUA CARLOS ZACHERA, 607",,
89532,VACARIA,58,1724,ESCOLA MUNICIPAL DOM HENRIQUE GELAIN,"RUA LUIZ FACCIOLI, 119",-28.519781,-50.9585475
89532,VACARIA,58,1740,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL HUMBERTO FERRUCIO CAMPETI,"RUA FELICIANO DE MORAIS E SILVA, 186",,
89532,VACARIA,58,1767,COLÉGIO GUSTAVO VIEIRA DE BRITO,"RUA CARLOS ZACHERA, 849",,
89532,VACARIA,58,1783,ESCOLA MUNICIPAL INACIO DE SOUZA PIRES,RUA SÃO MIGUEL,-28.4783071,-50.9291507
89532,VACARIA,58,1791,ESCOLA MUNICIPAL PEDRO ÁLVARES CABRAL,"RUA MARCO AURÉLIO, 191",-28.5118352,-50.9493245
89532,VACARIA,58,1805,ESCOLA MUNICIPAL IRINEU LUIZ CHILANTI,"RUA TOMÉ DE SOUZA, 381",-28.4928045,-50.9399864
89532,VACARIA,58,1813,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL CHICO MENDES,ESTRADA COLONIA NOVA ESTRELA - 4 DISTRITO,,
